"date","coach","coach2","coach_win","coach_margin","year"
-24918,"Art C. Jones","Dr. John B.C. Eckstorm",0,-17,1901
-24914,"Charles O. Jenkins","Dr. John McKee",1,39,1901
-24912,"Alden Knipe","Edgar N. Clinton",1,6,1901
-24911,"William A. ""Billy"" Reynolds","Walter Hudson ""Billy"" Watkins",0,-47,1901
-24911,"Fielding H. ""Hurry Up"" Yost","Charles M. ""Doc"" Hollister",1,29,1901
-24911,"Fred Roberts","Samuel Huston Thompson",0,-6,1901
-24909,"W.J. Ritchie","Fred Roberts",0,-11,1901
-24904,"Michael Smith ""Mike"" Harvey","William Shibley",1,41,1901
-24904,"John W. Heisman","William A. ""Billy"" Reynolds",1,24,1901
-24904,"Edgar G. Holt","Charles M. ""Doc"" Hollister",0,-6,1901
-24904,"James H. Horne","D.M. Balliet",1,5,1901
-24904,"Alden Knipe","Henry L. ""Doc"" Williams",0,-16,1901
-24904,"Edgar N. Clinton","Walter C. ""Bummy"" Booth",0,-17,1901
-24904,"John H. Outland","Phillip ""Phil"" King",0,-50,1901
-24904,"Arthur R.T. ""Doc"" Hillebrand","William N. ""Pop"" Golden",0,-5,1901
-24904,"Samuel Huston Thompson","W.A. Murray",1,17,1901
-24902,"W.S. Boreland","Edwin Barber",1,57,1901
-24902,"William Shibley","L.B. Harvey",0,-17,1901
-24901,"W.J. Ritchie","Samuel Huston Thompson",0,-23,1901
-24900,"Frank W. Simpson","Dr. Allen C. Steckle",1,12,1901
-24899,"John W. Heisman","Dr. A.B. Morrison, Jr.",0,-6,1901
-24898,"Charles A. ""Jack"" Wright","William H. Namack",0,-10,1901
-24897,"Henry Pratt","Art C. Jones",0,-16,1901
-24897,"William A. ""Billy"" Reynolds","Charles O. Jenkins",0,-27,1901
-24897,"Edgar G. Holt","James H. Horne",1,18,1901
-24897,"Walter C. ""Bummy"" Booth","Phillip ""Phil"" King",0,-18,1901
-24897,"Dr. Allen C. Steckle","C.M. Fickert",0,-12,1901
-24894,"W.J. Ritchie","W.A. Murray",0,-6,1901
-24892,"W.S. Boreland","William Shibley",1,46,1901
-24890,"Michael Smith ""Mike"" Harvey","William A. ""Billy"" Reynolds",0,0,1901
-24890,"Frank W. Simpson","C.M. Fickert",1,2,1901
-24890,"Dr. Cyrus W. Strickler","Byron W. ""By"" Dickson",1,13,1901
-24890,"Edgar G. Holt","Alden Knipe",1,27,1901
-24890,"Edgar N. Clinton","Phillip ""Phil"" King",0,-45,1901
-24890,"Fielding H. ""Hurry Up"" Yost","Dr. John B.C. Eckstorm",1,21,1901
-24890,"L.B. Harvey","H.T. Summersgill",0,-18,1901
-24890,"Frederick W. ""Fred"" Murphy","Walter C. ""Bummy"" Booth",0,-51,1901
-24890,"Pat O'Dea","D.M. Balliet",1,6,1901
-24890,"Warren W. Smith","William H. Namack",0,-16,1901
-24890,"Harvey R. Holmes","Dick Richards",1,17,1901
-24883,"Michael Smith ""Mike"" Harvey","L.B. Harvey",1,45,1901
-24883,"Edgar G. Holt","D.M. Balliet",1,22,1901
-24883,"James H. Horne","Pat O'Dea",0,-13,1901
-24883,"John H. Outland","Walter C. ""Bummy"" Booth",0,-24,1901
-24883,"W.S. Boreland","H.T. Summersgill",0,-22,1901
-24883,"Henry L. ""Doc"" Williams","Phillip ""Phil"" King",0,-18,1901
-24883,"Frederick W. ""Fred"" Murphy","Samuel Huston Thompson",0,-11,1901
-24883,"Charles O. Jenkins","Dr. John McKee",1,30,1901
-24876,"James H. Horne","Dr. John B.C. Eckstorm",1,12,1901
-24876,"John H. Outland","Samuel Huston Thompson",1,12,1901
-24876,"Henry L. ""Doc"" Williams","Charles M. ""Doc"" Hollister",1,16,1901
-24874,"Fred Roberts","Samuel Huston Thompson",0,-11,1901
-24871,"W.J. Ritchie","W.A. Murray",1,46,1901
-24871,"John Dunlop","James Halligan",0,-11,1901
-24871,"Henry Pratt","W.H. Kiler",0,-16,1901
-24871,"John W. Heisman","Charles O. Jenkins",1,12,1901
-24871,"Edgar G. Holt","Henry L. ""Doc"" Williams",0,-16,1901
-24871,"Alden Knipe","Fielding H. ""Hurry Up"" Yost",0,-50,1901
-24871,"John H. Outland","Frederick W. ""Fred"" Murphy",0,-6,1901
-24871,"William Shibley","H.T. Summersgill",0,-14,1901
-24871,"Dr. Allen C. Steckle","Harvey R. Holmes",1,4,1901
-24871,"Charles M. ""Doc"" Hollister","D.M. Balliet",1,5,1901
-24871,"Samuel Huston Thompson","W.A. Murray",1,32,1901
-24869,"Leon B. Kromer","Arthur R.T. ""Doc"" Hillebrand",1,6,1901
-24864,"Charles Thomas","W.S. Boreland",0,-15,1901
-24862,"Charles Thomas","Edwin Barber",1,16,1901
-24837,"Fielding H. ""Hurry Up"" Yost","C.M. Fickert",1,49,1901
-24568,"William N. ""Pop"" Golden","Frederick J. Crolius",1,27,1902
-24561,"Arthur White","James Halligan",0,-30,1902
-24561,"John W. Heisman","Arthur Devlin",1,6,1902
-24561,"Fred G. Folsom","Walter C. ""Bummy"" Booth",0,-10,1902
-24561,"A.W. Ristine","Henry L. ""Doc"" Williams",0,-16,1902
-24561,"Arthur H. Curtis","C.E. Dietz",1,16,1902
-24561,"E.W. McLeod","Peter McPherson",1,6,1902
-24561,"Harold Monosmith","Perry Hale",0,-17,1902
-24557,"Mark McMahon","J.B. Hart",0,-16,1902
-24555,"J.C. Ewing","J.E. Platt",0,-5,1902
-24554,"Michael Smith ""Mike"" Harvey","Dr. John McKee",1,12,1902
-24554,"Robert S. Kent","Dr. John McKee",1,12,1902
-24554,"Clarence J. Griffith","George P. Campbell",1,19,1902
-24554,"James H. Horne","Fielding H. ""Hurry Up"" Yost",0,-60,1902
-24554,"Daniel S. Martin","Walter Hudson ""Billy"" Watkins",0,-29,1902
-24551,"J.C. Ewing","J.E. Platt",0,-22,1902
-24547,"Eli Abbott","Michael Smith ""Mike"" Harvey",0,-23,1902
-24547,"Eli Abbott","Robert S. Kent",0,-23,1902
-24547,"John W. Heisman","Dr. John McKee",1,39,1902
-24547,"Fred G. Folsom","Clarence J. Griffith",1,5,1902
-24547,"Edgar G. Holt","Charles M. Best",1,24,1902
-24547,"W.S. Boreland","J.B. Hart",1,5,1902
-24547,"Fielding H. ""Hurry Up"" Yost","James F. Faragher",1,23,1902
-24547,"Henry L. ""Doc"" Williams","Walter C. ""Bummy"" Booth",0,-6,1902
-24547,"Arthur Devlin","Robert Roswell ""Buster"" Brown",0,-5,1902
-24543,"Charles Thomas","Mark McMahon",0,-28,1902
-24540,"Michael Smith ""Mike"" Harvey","Virginius Dabney",0,0,1902
-24540,"Robert S. Kent","Virginius Dabney",0,0,1902
-24540,"Clarence J. Griffith","Harvey R. Holmes",0,0,1902
-24540,"William A. ""Billy"" Reynolds","Dr. John McKee",0,0,1902
-24540,"James H. Horne","James F. Faragher",0,-6,1902
-24540,"Alden Knipe","Henry L. ""Doc"" Williams",0,-34,1902
-24540,"Arthur H. Curtis","Phillip ""Phil"" King",0,-38,1902
-24540,"Fielding H. ""Hurry Up"" Yost","Perry Hale",1,86,1902
-24540,"Daniel S. Martin","L. Gwinn",1,21,1902
-24540,"Pat O'Dea","Walter C. ""Bummy"" Booth",0,-12,1902
-24540,"Dr. Allen C. Steckle","Carl L. Clemans",0,-6,1902
-24540,"Herman P. Olcott","Robert Roswell ""Buster"" Brown",0,0,1902
-24540,"Frank D. Herbold","James Knight",0,-11,1902
-24540,"H.F. Fisher","Walter Hudson ""Billy"" Watkins",0,-7,1902
-24540,"J.B. Hart","J.E. Platt",0,0,1902
-24538,"Michael Smith ""Mike"" Harvey","W.S. Boreland",0,-5,1902
-24538,"Robert S. Kent","W.S. Boreland",0,-5,1902
-24537,"Charles Thomas","Unknown",1,33,1902
-24535,"John W. Heisman","Charles Robert ""Bob"" Williams",0,-6,1902
-24533,"Eli Abbott","William A. ""Billy"" Reynolds",0,-5,1902
-24533,"J.C. Ewing","H.E. Hildebrand",0,0,1902
-24533,"James R. Whipple","Dr. Allen C. Steckle",1,29,1902
-24533,"Edgar G. Holt","James H. Horne",1,47,1902
-24533,"Alden Knipe","A.W. Ristine",1,6,1902
-24533,"Fielding H. ""Hurry Up"" Yost","Phillip ""Phil"" King",1,6,1902
-24533,"L. Gwinn","Virginius Dabney",0,0,1902
-24533,"Arthur R.T. ""Doc"" Hillebrand","William N. ""Pop"" Golden",0,-6,1902
-24533,"Charles M. ""Doc"" Hollister","Charles M. Best",0,-5,1902
-24526,"Eli Abbott","L. Gwinn",1,27,1902
-24526,"James R. Whipple","Carl L. Clemans",1,16,1902
-24526,"John W. Heisman","William A. ""Billy"" Reynolds",1,36,1902
-24526,"Edgar G. Holt","Henry L. ""Doc"" Williams",0,-12,1902
-24526,"Alden Knipe","Fielding H. ""Hurry Up"" Yost",0,-107,1902
-24526,"Arthur H. Curtis","Walter C. ""Bummy"" Booth",0,-16,1902
-24526,"W.S. Boreland","Daniel S. Martin",1,6,1902
-24526,"Herman P. Olcott","Arthur Devlin",0,0,1902
-24526,"Charles M. ""Doc"" Hollister","Phillip ""Phil"" King",0,-51,1902
-24526,"Harold Monosmith","Frederick J. Crolius",0,-34,1902
-24526,"Marion F. Dolph","Frank D. Herbold",0,0,1902
-24526,"J.E. Platt","Virginius Dabney",1,12,1902
-24522,"Pat O'Dea","Mark McMahon",1,17,1902
-24519,"Dennis E. Nolan","Edwin R. Sweetland",1,46,1902
-24519,"Michael Smith ""Mike"" Harvey","John W. Heisman",0,-16,1902
-24519,"Robert S. Kent","John W. Heisman",0,-16,1902
-24519,"Anthony W. Chez","E.W. McLeod",0,0,1902
-24519,"Edgar G. Holt","Perry Hale",0,0,1902
-24519,"James H. Horne","Charles M. Best",0,-39,1902
-24519,"Henry L. ""Doc"" Williams","Phillip ""Phil"" King",1,11,1902
-24519,"Daniel S. Martin","H.F. Fisher",0,-1,1902
-24519,"J.E. Platt","H.E. Hildebrand",1,22,1902
-24519,"Virginius Dabney","Walter Hudson ""Billy"" Watkins",0,-18,1902
-24519,"Harvey R. Holmes","George P. Campbell",1,18,1902
-24517,"W.S. Boreland","Walter Hudson ""Billy"" Watkins",0,-22,1902
-24516,"Eli Abbott","J.B. Hart",0,-10,1902
-24514,"Alden Knipe","Pat O'Dea",0,-6,1902
-24512,"Leslie Gillett","Frederick M. Irish",1,12,1902
-24512,"J.C. Ewing","H.E. Hildebrand",1,6,1902
-24512,"Dr. John McKee","H.F. Fisher",0,-4,1902
-24512,"Edgar G. Holt","Charles M. ""Doc"" Hollister",1,17,1902
-24510,"J.B. Hart","Virginius Dabney",1,6,1902
-24507,"Eli Abbott","Dr. John McKee",1,26,1902
-24507,"Michael Smith ""Mike"" Harvey","William A. ""Billy"" Reynolds",0,-7,1902
-24507,"Robert S. Kent","William A. ""Billy"" Reynolds",0,-7,1902
-24507,"John W. Heisman","H.F. Fisher",1,11,1902
-24507,"Edgar G. Holt","Alden Knipe",1,80,1902
-24507,"James H. Horne","Perry Hale",0,0,1902
-24507,"Arthur H. Curtis","Pat O'Dea",1,12,1902
-24507,"W.S. Boreland","L. Gwinn",1,6,1902
-24507,"Fielding H. ""Hurry Up"" Yost","Henry L. ""Doc"" Williams",1,17,1902
-24507,"Daniel S. Martin","Virginius Dabney",1,10,1902
-24507,"Walter C. ""Bummy"" Booth","Charles M. ""Doc"" Hollister",1,12,1902
-24507,"James F. Faragher","Charles M. Best",0,0,1902
-24507,"Carl L. Clemans","Harvey R. Holmes",1,24,1902
-24507,"J.B. Hart","J.E. Platt",0,-12,1902
-24507,"James Knight","William L. Allen",1,16,1902
-24505,"Eli Abbott","W.S. Boreland",0,-11,1902
-24505,"Dennis E. Nolan","Arthur R.T. ""Doc"" Hillebrand",1,14,1902
-24503,"J.C. Ewing","H.E. Hildebrand",1,20,1902
-24197,"R.N. Watts","No Coach",1,12,1903
-24197,"Dave Cropp","Harvey R. Holmes",1,22,1903
-24197,"Harold ""Harry"" Weeks","G.O. Dietz",1,34,1903
-24190,"Winton B. Blount","James H. ""Jimmy"" Henry",0,-30,1903
-24190,"John W. Heisman","M.M. Dickinson",1,29,1903
-24190,"Dave Cropp","Matt Rothwell",1,5,1903
-24190,"A.W. Ristine","Henry L. ""Doc"" Williams",0,-46,1903
-24190,"Herman P. Olcott","Charles Robert ""Bob"" Williams",1,17,1903
-24190,"J.E. Platt","No Coach",1,8,1903
-24184,"Winton B. Blount","Daniel S. Martin",0,-11,1903
-24183,"Anthony W. Chez","Peter McPherson",0,-15,1903
-24183,"Dave Cropp","Harold ""Harry"" Weeks",0,-1,1903
-24183,"M.M. Dickinson","Charles Robert ""Bob"" Williams",0,-17,1903
-24183,"George W. Woodruff","Oliver F. Cutts",1,24,1903
-24183,"James H. Horne","Fielding H. ""Hurry Up"" Yost",0,-51,1903
-24183,"John Chalmers","Henry L. ""Doc"" Williams",0,-75,1903
-24183,"Arthur Devlin","Dr. Charles Augustus Lueder",0,-21,1903
-24183,"Mark McMahon","Ralph F. Hutchinson",0,0,1903
-24183,"Coach McFadden","James Knight",0,-5,1903
-24183,"H.F. Fisher","James H. ""Jimmy"" Henry",0,-40,1903
-24183,"Harvey R. Holmes","George P. Campbell",0,-17,1903
-24181,"Mark McMahon","J.E. Platt",1,6,1903
-24177,"Winton B. Blount","William Penn ""Billy"" Bates",1,12,1903
-24176,"R.N. Watts","Ralph F. Hutchinson",0,-48,1903
-24176,"Anthony W. Chez","Walter E. McCornack",0,-35,1903
-24176,"Dave Cropp","Walter C. ""Bummy"" Booth",0,-31,1903
-24176,"Charles A. ""Jack"" Wright","Peter McPherson",1,47,1903
-24176,"Michael Smith ""Mike"" Harvey","James H. ""Jimmy"" Henry",0,-33,1903
-24176,"Dr. Allen C. Steckle","James F. Lanagan",0,0,1903
-24176,"Daniel A. ""Dan"" Reed","Arthur St. L. ""Texas"" Mosse",1,59,1903
-24172,"John W. Heisman","Arthur Devlin",1,24,1903
-24171,"Charles Robert ""Bob"" Williams","H.F. Fisher",1,24,1903
-24170,"D.A. McDaniel","Ralph F. Hutchinson",0,-15,1903
-24170,"W.S. Boreland","W.M. Robb",1,16,1903
-24170,"James Knight","James N. Ashmore",1,10,1903
-24169,"D.A. McDaniel","J.E. Platt",0,-6,1903
-24169,"M.M. Dickinson","James H. ""Jimmy"" Henry",0,-33,1903
-24169,"George W. Woodruff","Walter E. McCornack",0,-1,1903
-24169,"John Chalmers","Walter C. ""Bummy"" Booth",0,-11,1903
-24169,"Fielding H. ""Hurry Up"" Yost","Henry L. ""Doc"" Williams",0,0,1903
-24169,"B.C. ""Burr"" Chamberlain","Daniel A. ""Dan"" Reed",0,-17,1903
-24163,"George W. Woodruff","James H. Horne",0,-17,1903
-24163,"Ralph F. Hutchinson","James H. ""Jimmy"" Henry",0,0,1903
-24162,"R.N. Watts","J.E. Platt",0,0,1903
-24162,"James R. Whipple","Dr. Allen C. Steckle",0,-4,1903
-24162,"M.M. Dickinson","H.F. Fisher",1,5,1903
-24162,"Harold ""Harry"" Weeks","Mark McMahon",1,12,1903
-24162,"W.S. Boreland","Daniel S. Martin",0,-11,1903
-24162,"Fielding H. ""Hurry Up"" Yost","Perry Hale",1,36,1903
-24162,"Herman P. Olcott","Dr. Charles Augustus Lueder",0,-21,1903
-24162,"Warren W. Smith","James N. Ashmore",0,0,1903
-24160,"Winton B. Blount","W.S. Boreland",1,18,1903
-24158,"William Penn ""Billy"" Bates","W.S. Boreland",1,12,1903
-24158,"Coach McFadden","James N. Ashmore",1,6,1903
-24156,"Mark McMahon","Ralph F. Hutchinson",0,-6,1903
-24155,"R.N. Watts","J.E. Platt",0,-16,1903
-24155,"James R. Whipple","James F. Lanagan",0,0,1903
-24155,"John W. Heisman","Herman P. Olcott",0,-5,1903
-24155,"Matt Rothwell","William McMurray",1,17,1903
-24155,"George W. Woodruff","Henry L. ""Doc"" Williams",0,-32,1903
-24155,"John Chalmers","John F. Mclean",1,16,1903
-24155,"Harold ""Harry"" Weeks","Walter C. ""Bummy"" Booth",0,-6,1903
-24155,"Fielding H. ""Hurry Up"" Yost","Arthur H. Curtis",1,16,1903
-24155,"Michael Smith ""Mike"" Harvey","Daniel S. Martin",0,0,1903
-24155,"Arthur Devlin","Charles Robert ""Bob"" Williams",1,1,1903
-24155,"Walter E. McCornack","James F. Faragher",0,0,1903
-24155,"Warren W. Smith","James Knight",0,-1,1903
-24155,"J.E. Platt","No Coach",1,16,1903
-24149,"Dr. Allen C. Steckle","James Knight",0,-2,1903
-24148,"D.A. McDaniel","Mark McMahon",1,12,1903
-24148,"R.N. Watts","J.E. Platt",0,-5,1903
-24148,"George W. Woodruff","John Chalmers",0,-12,1903
-24148,"W.S. Boreland","Michael Smith ""Mike"" Harvey",0,-11,1903
-24148,"B.C. ""Burr"" Chamberlain","Dr. Charles Augustus Lueder",0,-11,1903
-24148,"Walter E. McCornack","Arthur H. Curtis",0,0,1903
-24148,"Warren W. Smith","Coach McFadden",1,5,1903
-24148,"J.E. Platt","No Coach",1,11,1903
-24148,"George P. Campbell","William McMurray",1,46,1903
-24143,"Winton B. Blount","H.F. Fisher",1,24,1903
-24143,"William Penn ""Billy"" Bates","M.M. Dickinson",0,-9,1903
-24143,"Matt Rothwell","Harvey R. Holmes",1,10,1903
-24143,"George W. Woodruff","Walter C. ""Bummy"" Booth",0,-16,1903
-24143,"James H. Horne","Perry Hale",1,1,1903
-24143,"Harold ""Harry"" Weeks","John F. Mclean",1,5,1903
-24143,"Henry L. ""Doc"" Williams","Arthur H. Curtis",1,17,1903
-24143,"Dr. Allen C. Steckle","Coach McFadden",0,-15,1903
-24143,"Ralph F. Hutchinson","J.E. Platt",1,23,1903
-24142,"R.N. Watts","No Coach",1,5,1903
-24141,"Edward L. King","B.C. ""Burr"" Chamberlain",1,35,1903
-24134,"Daniel S. Martin","Charles Eshieman",0,0,1903
-23833,"Sol S. Metzger","C.E. Cronk",0,0,1904
-23833,"Dave Cropp","Joseph H. ""Joe"" Maddock",1,27,1904
-23833,"Arthur K. Smith","Edwin R. Sweetland",0,-80,1904
-23833,"Daniel S. Martin","Dan McGugin",0,-61,1904
-23826,"Winton B. Blount","Shack Shealy",0,-18,1904
-23826,"Dave Cropp","Walter C. ""Bummy"" Booth",1,6,1904
-23826,"James H. Horne","F.E. Schact",0,-12,1904
-23826,"Ralph F. Hutchinson","C.E. Cronk",1,40,1904
-23819,"Winton B. Blount","Daniel S. Martin",1,5,1904
-23819,"Mike Donahue","Shack Shealy",1,5,1904
-23819,"Sol S. Metzger","J.E. Platt",0,-5,1904
-23819,"Amos P. Foster","Arthur K. Smith",1,46,1904
-23819,"Dave Cropp","A.R. ""Bert"" Kennedy",0,0,1904
-23819,"Arthur R. Hall, Justa Lindgren, Fred Lowenthal, & Clyde Matthews","James H. Horne",1,10,1904
-23819,"A.W. Ristine","Henry L. ""Doc"" Williams",0,-32,1904
-23819,"Fielding H. ""Hurry Up"" Yost","Edwin R. Sweetland",1,25,1904
-23819,"Michael Smith ""Mike"" Harvey","Dan McGugin",0,-69,1904
-23819,"Robert Roswell ""Buster"" Brown","Christie Benet",1,27,1904
-23819,"Louis J. ""Red"" Salmon","Arthur H. Curtis",0,-58,1904
-23819,"Dr. Allen C. Steckle","James Knight",1,21,1904
-23818,"Dan A. Killian","E.G. Pierce",1,17,1904
-23813,"A.R. ""Bert"" Kennedy","Fred Ewing",1,16,1904
-23812,"James Hopper","Richard Shore ""Dick"" Smith",1,12,1904
-23812,"Amos P. Foster","F.E. Schact",1,11,1904
-23812,"Shack Shealy","Charles A. Barnard",1,10,1904
-23812,"John W. Heisman","S.D. Crawford",1,2,1904
-23812,"Arthur R. Hall, Justa Lindgren, Fred Lowenthal, & Clyde Matthews","Oliver F. Cutts",1,18,1904
-23812,"E.G. Pierce","Thomas A. ""Tom"" Berry & J. Janvier",0,-11,1904
-23812,"Michael Smith ""Mike"" Harvey","Daniel S. Martin",1,12,1904
-23812,"Bruce C. Shorts","James F. Lanagan",0,-17,1904
-23812,"J.E. Platt","C.E. Cronk",1,29,1904
-23812,"George P. Campbell","James Knight",0,-45,1904
-23811,"Dan A. Killian","E.G. Pierce",0,-6,1904
-23808,"Charles A. Barnard","Christie Benet",0,-2,1904
-23806,"John F. Mclean","Oliver F. Cutts",0,-11,1904
-23805,"Mike Donahue","John W. Heisman",1,12,1904
-23805,"James H. Horne","Edwin R. Sweetland",1,8,1904
-23805,"John Chalmers","A.W. Ristine",1,4,1904
-23805,"Fielding H. ""Hurry Up"" Yost","Arthur H. Curtis",1,28,1904
-23805,"Henry L. ""Doc"" Williams","Walter C. ""Bummy"" Booth",1,4,1904
-23805,"Daniel S. Martin","Thomas A. ""Tom"" Berry & J. Janvier",0,-10,1904
-23805,"Robert Roswell ""Buster"" Brown","John C. O'Connor",1,6,1904
-23805,"Richard Shore ""Dick"" Smith","James F. Lanagan",0,-35,1904
-23805,"James Knight","Everett M. Sweeley",1,6,1904
-23803,"Ancil Delos Brown","Sol S. Metzger",0,-11,1904
-23803,"Joseph H. ""Joe"" Maddock","William McMurray",1,23,1904
-23798,"Winton B. Blount","Charles A. Barnard",1,11,1904
-23798,"Sol S. Metzger","J.E. Platt",0,-10,1904
-23798,"James Hopper","Bruce C. Shorts",1,16,1904
-23798,"Shack Shealy","John W. Heisman",0,0,1904
-23798,"Arthur R. Hall, Justa Lindgren, Fred Lowenthal, & Clyde Matthews","Edwin R. Sweetland",1,46,1904
-23798,"John Chalmers","Walter C. ""Bummy"" Booth",0,-5,1904
-23798,"A.R. ""Bert"" Kennedy","Louis J. ""Red"" Salmon",1,19,1904
-23798,"Dan A. Killian","Michael Smith ""Mike"" Harvey",1,5,1904
-23798,"Paul J. Dashiell","Thomas F. ""Tom"" Fennell",1,11,1904
-23798,"William S. ""Willis"" Keinholz","Christie Benet",0,0,1904
-23798,"James F. Lanagan","George P. Campbell",1,57,1904
-23798,"S.D. Crawford","Dan McGugin",0,-22,1904
-23797,"Fred Ewing","No Coach",1,75,1904
-23794,"Bruce C. Shorts","George P. Campbell",1,19,1904
-23791,"Winton B. Blount","Mike Donahue",0,-24,1904
-23791,"Sol S. Metzger","C.E. Cronk",1,17,1904
-23791,"James Hopper","James F. Lanagan",0,-18,1904
-23791,"Shack Shealy","S.D. Crawford",1,6,1904
-23791,"Charles A. Barnard","John W. Heisman",0,-17,1904
-23791,"Arthur R. Hall, Justa Lindgren, Fred Lowenthal, & Clyde Matthews","Walter E. McCornack",0,-6,1904
-23791,"James H. Horne","Oliver F. Cutts",0,-27,1904
-23791,"Henry L. ""Doc"" Williams","Arthur H. Curtis",1,28,1904
-23791,"Fred Ewing","Ralph F. Hutchinson",0,-30,1904
-23791,"Richard Shore ""Dick"" Smith","James Knight",1,18,1904
-23787,"Amos P. Foster","S.D. Crawford",1,35,1904
-23787,"Robert Roswell ""Buster"" Brown","William S. ""Willis"" Keinholz",0,0,1904
-23784,"Robert E. Boyers","Dr. Charles P. Hutchins",1,16,1904
-23784,"Sol S. Metzger","Ralph F. Hutchinson",0,-58,1904
-23784,"Dave Cropp","John H. McIntosh",1,46,1904
-23784,"Arthur R. Hall, Justa Lindgren, Fred Lowenthal, & Clyde Matthews","John Chalmers",1,29,1904
-23784,"A.R. ""Bert"" Kennedy","A.A. Booth",1,37,1904
-23784,"Dan A. Killian","Thomas A. ""Tom"" Berry & J. Janvier",0,-5,1904
-23784,"Henry L. ""Doc"" Williams","Walter E. McCornack",1,17,1904
-23784,"Paul J. Dashiell","John C. O'Connor",1,11,1904
-23784,"Richard Shore ""Dick"" Smith","Dr. Allen C. Steckle",1,1,1904
-23784,"Joseph H. ""Joe"" Maddock","George P. Campbell",1,43,1904
-23783,"Dave Cropp","James F. Lanagan",0,-33,1904
-23779,"Winton B. Blount","S.D. Crawford",0,-5,1904
-23779,"Mike Donahue","Charles A. Barnard",1,11,1904
-23779,"Sol S. Metzger","C.E. Cronk",0,-5,1904
-23779,"James Hopper","James Knight",0,0,1904
-23779,"Shack Shealy","William S. ""Willis"" Keinholz",0,-18,1904
-23779,"John H. McIntosh","William McMurray",0,0,1904
-23779,"Arthur R. Hall, Justa Lindgren, Fred Lowenthal, & Clyde Matthews","Walter C. ""Bummy"" Booth",0,-6,1904
-23779,"John Chalmers","Henry L. ""Doc"" Williams",0,-11,1904
-23779,"A.R. ""Bert"" Kennedy","John F. Mclean",1,29,1904
-23779,"Michael Smith ""Mike"" Harvey","Thomas A. ""Tom"" Berry & J. Janvier",0,-22,1904
-23779,"Louis J. ""Red"" Salmon","Oliver F. Cutts",0,-36,1904
-23779,"Thomas F. ""Tom"" Fennell","Arthur St. L. ""Texas"" Mosse",0,-17,1904
-23779,"Ralph F. Hutchinson","J.E. Platt",1,28,1904
-23778,"E.G. Pierce","Daniel S. Martin",0,-27,1904
-23777,"Robert E. Boyers","Paul J. Dashiell",1,11,1904
-23771,"Winton B. Blount","Dan A. Killian",1,11,1904
-23770,"Winton B. Blount","Thomas A. ""Tom"" Berry & J. Janvier",1,6,1904
-23469,"Archie R. Web","E.J. Hyde",0,-16,1905
-23462,"Jack Leavenworth","Dan McGugin",0,-34,1905
-23462,"Ancil Delos Brown","A.R. ""Bert"" Kennedy",0,-6,1905
-23462,"James M. Sheldon","F.E. Schact",1,29,1905
-23462,"Ralph F. Hutchinson","E.J. Hyde",1,11,1905
-23462,"Joseph H. ""Joe"" Maddock","William McMurray",1,31,1905
-23457,"J.W. Knibbs","Bruce C. Shorts",0,0,1905
-23455,"Jack Leavenworth","Daniel S. Martin",1,34,1905
-23455,"Robert E. Boyers","C.P. Miles",0,-10,1905
-23455,"Edward B. ""Eddie"" Cochems","J.D. DePree",0,0,1905
-23455,"A.W. Ristine","Henry L. ""Doc"" Williams",0,-42,1905
-23455,"Fielding H. ""Hurry Up"" Yost","Dan McGugin",1,18,1905
-23455,"Henry J. McGlew","Phillip ""Phil"" King",0,-21,1905
-23455,"Walter E. Bachman","E.J. Hyde",1,20,1905
-23451,"Bruce C. Shorts","James F. Lanagan",0,-6,1905
-23448,"Jack Leavenworth","John W. Heisman",0,-7,1905
